1,1,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.532414714745205,43,0.508907887513003,10,0.534216315747999,32,0.502009133735589,13,0.507414458982772,25,0.493581496523817
1,2,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.532444553897126,43,0.522400311244308,10,0.519733416917808,32,0.505449284444194,13,0.489869572715075,25,0.468917774756267
1,3,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.523017119775871,43,0.523832768444915,10,0.548828338779885,32,0.502884881900565,13,0.534145641839001,25,0.489251067200519
1,4,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.511496132222106,43,0.539667811094689,10,0.524595790956978,32,0.475566207672921,13,0.476228263130137,25,0.480726902130011
1,5,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.520293429938272,43,0.509975459047559,10,0.506378136147215,32,0.46990610127666,13,0.441399663650305,25,0.465745686913059
1,6,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.525332364743122,43,0.50240495036046,10,0.484311217369119,32,0.49804252473909,13,0.438679160261574,25,0.443896394059924
1,7,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.521306125626361,43,0.515065584054137,10,0.446450035229012,32,0.484019979786759,13,0.458984699303791,25,0.471841775329045
1,8,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.515161573992956,43,0.535294321604124,10,0.451318831260166,32,0.482289641702659,13,0.497983501087284,25,0.451766326734847
1,9,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.518171739499104,43,0.558323376162868,10,0.416712093774759,32,0.487111548366268,13,0.46196283255934,25,0.427936771769517
1,10,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.508267355071796,43,0.544757815193639,10,0.432598424819427,32,0.496829102384844,13,0.467273153852941,25,0.437308032711622
1,11,0.5,0.25,0.25,0.5,0.25,0.25,100,50,25,0,0,0,0,0,1,1,1,1,1,1,1,1,27,0.47242500987512,43,0.544304194960802,10,0.480370553428504,32,0.509292481149946,13,0.420525937164565,25,0.447979199466307
