"year","demo.locals1","demo.locals2","demo.locals3","demo.tours1","demo.tours2","demo.tours3","num_locals","num_tours","knowtrans","tours_local","tours_tours","local_local","local_misd","dem1toursK_Mean","dem1localK_Mean","dem2toursK_Mean","dem2localK_Mean","dem3toursK_Mean","dem3localK_Mean","dem1toursK_SE","dem1localK_SE","dem2toursK_SE","dem2localK_SE","dem3toursK_SE","dem3localK_SE"
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0","0","0","0",0.109838234711799,0.699709313971876,0.109262421557648,0.107895017428675,0.105483198201423,0.111163450623067,0.001634503849977,0.00145122720433266,0.00255828182089809,0.0016720836876151,0.00258539976265179,0.00164098904612753
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0","0.1","0","0",0.108977569408501,0.701546654634147,0.107703652633756,0.10857361936832,0.108389616144952,0.108337883763793,0.00154202805840549,0.00133998432684289,0.0023192593437624,0.00161819842702402,0.00247715455366221,0.00163752731294637
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0","0.2","0","0",0.108614902133156,0.701713726504179,0.108710508754691,0.108730407234248,0.107617540308495,0.107617436181765,0.00153704656543346,0.00156631911835419,0.00229084145938737,0.00166746187664573,0.0027136901988335,0.00142710070803534
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.1","0","0","0",0.106196292290596,0.698952331090762,0.109852868872739,0.105766155761384,0.108776343890655,0.10784441283736,0.00186985869090738,0.00156714544939011,0.00240480095444464,0.0018736557809323,0.0021975399005511,0.00176619455127106
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.1","0.1","0","0",0.105104924591494,0.699727685750648,0.108867903610938,0.107994544881787,0.105083899635591,0.108470234289502,0.00173824757291872,0.00141960990371226,0.00257224381133066,0.00178309579159304,0.00262578116291004,0.00174589062940781
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.1","0.2","0","0",0.107180015438187,0.698915459528654,0.106616658156745,0.108017261975881,0.108494223880219,0.107260517003852,0.00177282016655325,0.0014682596236153,0.00267571134688433,0.0020029141432593,0.00266953062004065,0.00184679064147818
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.2","0","0","0",0.107470912083171,0.699521356430825,0.107568742767598,0.105940602398162,0.106309619499339,0.107598330733392,0.0019094198402426,0.00149694092895563,0.00249175846685817,0.00171377519466274,0.0026418898497937,0.00202132417606247
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.2","0.1","0","0",0.109655536998849,0.699079480169325,0.108126137346617,0.106200071989247,0.106275934289925,0.110554027266692,0.00169372378518181,0.00128842523889701,0.0027105079392869,0.00181468867134237,0.00265451852017609,0.00155965279152144
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.2","0.2","0","0",0.105021301959058,0.69851550418799,0.108909138301342,0.110195174481107,0.106137078991423,0.106677036494293,0.00190273175843927,0.00132347990111267,0.00235804619378401,0.00208714094641354,0.00254370368393811,0.00159876421447981
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.3","0","0","0",0.108096460706767,0.700717055393057,0.105991274050719,0.108931474989254,0.106285327218207,0.108012452431064,0.00159312891377783,0.00143279140875552,0.00281395978268571,0.0018143922901945,0.00264820698902759,0.0017727593719439
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.3","0.1","0","0",0.108474444530135,0.69831962351138,0.10794930405777,0.106982685811543,0.10784921668515,0.109241153736845,0.00177538851994651,0.00150720168875389,0.0025898107660804,0.001728671260539,0.00246655156383235,0.00162432999074231
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.3","0.2","0","0",0.106501806489518,0.698636440620728,0.1081512964742,0.109285416446448,0.105601196149128,0.108173086453388,0.00149871184732723,0.00139245023052389,0.00233339365327559,0.00173715802614312,0.00228427634248103,0.00182617198860432
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.4","0","0","0",0.109104827581187,0.69960220255613,0.113545613302494,0.1078362440172,0.104613167526362,0.108591742508556,0.00173952501097893,0.00155835630701061,0.00253922544556439,0.00184817300044566,0.0025434738512749,0.00189408824913908
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.4","0.1","0","0",0.110917937971148,0.701267735978322,0.107673037983922,0.108407943739427,0.106339209081435,0.110770025206421,0.00172538772861573,0.00144197475823548,0.00295502659322414,0.00172369011156451,0.00241564681964889,0.00177518498366663
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.4","0.2","0","0",0.108865265151601,0.698391068903634,0.108945848857507,0.107295619629819,0.106068280053198,0.108919473181302,0.00165868299938574,0.0013719176986997,0.00261181674708413,0.00165587705235048,0.00256923165638455,0.00171781406904817
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.5","0","0","0",0.109835899730798,0.701461593713126,0.109659462296494,0.110383274120537,0.105327163455,0.108934895504252,0.00147559584833308,0.00138961460231099,0.00251216906936518,0.00190996821133338,0.00215535636105203,0.00183161489982484
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.5","0.1","0","0",0.110799589793271,0.698315092815118,0.107470225537497,0.10680939617479,0.111928339590044,0.108750952145702,0.00188357520193977,0.00152915846301304,0.00269907648189507,0.00164230117642565,0.0023190546716678,0.00191511761156365
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.1","0.5","0.2","0","0",0.108837177823238,0.698604028244132,0.109845583093031,0.108359522812312,0.107713320641912,0.107855885234503,0.00178095394751807,0.00149204826341306,0.00283201495547298,0.00154756632797361,0.00242063525026114,0.00168698603690751
