"Intercept","Int_SE","tvalue","pvalue","Slope","Slope_SE","tvalue","pvalue","Fstat","R2","DF1","DF2"
0.0395723128607985,0.00578939515737801,6.83531038823071,7.59754333823918e-05,0.387396160197851,0.00978586389912538,39.5873235302684,2.08300922666813e-11,1567.15618429014,0.994289905981587,1,9
0.042580861201018,0.00583955284965922,7.29180166654418,4.60488032352016e-05,0.385570472421349,0.00987064587320305,39.06233466121,2.34745981038654e-11,1525.86598918437,0.994136295895916,1,9
0.0280141736403025,0.00227762938620712,12.2997067960007,6.23885876276012e-07,0.219756789903407,0.00384989633289529,57.081222687921,7.82583342343539e-13,3258.26598354803,0.997245403329475,1,9
