"year","demo.locals1","demo.locals2","demo.locals3","demo.tours1","demo.tours2","demo.tours3","num_locals","num_tours","knowtrans","tours_local","tours_tours","local_local","local_misd","dem1toursK_Mean","dem1localK_Mean","dem2toursK_Mean","dem2localK_Mean","dem3toursK_Mean","dem3localK_Mean","dem1toursK_SE","dem1localK_SE","dem2toursK_SE","dem2localK_SE","dem3toursK_SE","dem3localK_SE"
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0","0","0","0",0.108608519562684,0.501976246691252,0.111457245140185,0.501674077707478,0.107513371033099,0.496894673287973,0.00168097022613167,0.00130101234797109,0.0028522111002634,0.0019549959902525,0.00241579175977121,0.00209666602230092
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.1","0","0","0",0.10716543188175,0.500455742376015,0.109074481953129,0.501437493017277,0.107987662134695,0.502416798544712,0.00190077579246041,0.0013018869495977,0.00247876859692366,0.00212320274217249,0.0023958602940993,0.00209610910481469
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.2","0","0","0",0.110960301481776,0.500532218767885,0.110275930594202,0.501209249338904,0.108643895207617,0.501268263131014,0.00172073410126969,0.00131298262714914,0.00294054820888947,0.00197512592335909,0.00264247457255149,0.00197320821537668
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.3","0","0","0",0.111308225168734,0.502029144389608,0.111615271587486,0.498494178580342,0.109072187108359,0.505573306343428,0.00148384867682443,0.00141687171495918,0.0023419813285297,0.00203698890574084,0.00245284248998327,0.00211895470482287
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.4","0","0","0",0.108717538635416,0.499796714816036,0.110062566035063,0.499468370313779,0.105314928156821,0.494905539749387,0.00186593273158295,0.00145137173820153,0.00264876693267955,0.00190371184349697,0.00251417010749659,0.00228089341695125
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.5","0","0","0",0.10690893070483,0.500450655642648,0.1102196636449,0.501251565333694,0.105057593854014,0.497029425384897,0.00165941680035058,0.00159259105866779,0.00298229574505819,0.00194199925441712,0.00209159850863233,0.00192731509344824
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.6","0","0","0",0.110136030346736,0.499698619367157,0.108766615085202,0.499011711391177,0.114730847611956,0.497988859364866,0.00168482628610754,0.00150417343173367,0.00227684873585961,0.00209258033205467,0.00279572257876713,0.00199492617480868
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.7","0","0","0",0.109253665211283,0.500490589445435,0.108760878777866,0.502768127159182,0.103771561141662,0.501092313341797,0.00145665348497968,0.00137114137785026,0.00231809909391815,0.00186871950127019,0.00254638886862181,0.00170550403660244
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.8","0","0","0",0.107240965226243,0.498643788561197,0.110566234109162,0.501262559269983,0.112776017571384,0.502836188256708,0.00165486510997968,0.00136223585039986,0.00270267888416234,0.00193976355753968,0.00231538061502826,0.00223610965130092
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.9","0","0","0",0.11227410173351,0.500105028217818,0.106781579089073,0.50075116776674,0.108690245094763,0.497094828363695,0.00205366573479255,0.00143100548549394,0.0024045539135522,0.00212792498351123,0.0024527962631274,0.00185792443224265
"1","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","1","0","0","0",0.109226561009037,0.499365122790892,0.104707602886161,0.500284600901204,0.107406458628288,0.500844889467669,0.00176180421535401,0.00127922349880877,0.00257705556490533,0.00220500727741256,0.00236255636696319,0.00192478304598096
"10","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0","0","0","0",0.0648964889820731,0.765592631023397,0.0692249806277656,0.767597544664856,0.0646137617599182,0.777450585375241,0.00172430834380395,0.003230151164613,0.00265782214379506,0.00503490885201303,0.00250417760228115,0.00510278512482778
"10","0.5","0.25","0.25","0.5","0.25","0.25","100","50","0.05","0.1","0","0","0",0.081938547934118,0.758109143771537,0.0868570435012948,0.758032135954446,0.0730357741195544,0.763871180561937,0.00195029238521506,0.00347838692731546,0.00230797180347269,0.00483178676270134,0.00227701072901235,0.00472690125597502
